hour_of_day,failed_login_attempts,data_transfer_mb,file_access_count,network_connections,distinct_files_touched,is_after_hours,is_known_device,cpu_spike_percent,risk_score,severity,is_anomalous,source,raw_message,file_path
14,0,21.77,3,1,1,0,1,36.7,0.93,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 1 active connections, 3 file operations in session (after-hours=no).",
8,11,758.28,38,19,18,0,0,21.3,100.0,critical,1,log_monitor,"Login node UNKNOWN-HOST: 11 failed attempts, 19 active connections, 38 file operations in session (after-hours=no).",
10,0,34.57,1,4,3,0,1,14.0,12.58,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 3 related files by LAPTOP-ADMIN at hour 10:00 (34.57MB transferred).,/home/user/reports/Q3_summary.pdf
12,0,55.25,3,5,1,0,1,82.3,6.34,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 5 active connections, 3 file operations in session (after-hours=no).",
14,2,157.23,19,4,3,0,1,53.1,22.96,normal,0,log_monitor,"Login node WKSTN-01: 2 failed attempts, 4 active connections, 19 file operations in session (after-hours=no).",
13,1,153.77,13,5,7,0,0,0.0,44.07,suspicious,1,log_monitor,"Login node EXT-10.0.9.201: 1 failed attempts, 5 active connections, 13 file operations in session (after-hours=no).",
10,0,0.45,3,5,5,0,1,46.3,21.1,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 5 active connections, 3 file operations in session (after-hours=no).",
15,0,21.42,6,1,2,0,1,4.5,12.07,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 2 related files by SRV-DB-PRIMARY at hour 15:00 (21.42MB transferred).,/home/user/downloads/invoice_1042.pdf
14,0,17.58,3,4,2,0,1,68.4,9.82,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 2 related files by LAPTOP-ADMIN at hour 14:00 (17.58MB transferred).,/home/user/reports/Q3_summary.pdf
15,0,12.78,2,2,1,0,1,36.8,0.0,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 1 related files by SRV-DB-PRIMARY at hour 15:00 (12.78MB transferred).,/tmp/build_cache/output.json
11,1,145.36,18,12,6,0,0,47.4,70.02,critical,1,file_scan,File access: /etc/shadow touched 6 related files by EXT-10.0.9.201 at hour 11:00 (145.36MB transferred).,/etc/shadow
12,0,184.8,18,7,6,0,0,5.4,40.82,suspicious,1,file_scan,File access: /etc/shadow touched 6 related files by EXT-10.0.9.201 at hour 12:00 (184.8MB transferred).,/etc/shadow
18,1,11.47,4,3,1,0,1,33.2,13.8,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 1 related files by LAPTOP-ADMIN at hour 18:00 (11.47MB transferred).,/tmp/build_cache/output.json
5,2,192.27,7,9,5,1,0,36.6,71.89,critical,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 5 related files by EXT-192.168.77.14 at hour 05:00 (192.27MB transferred).,/data/finance/tax_filings_2025.pdf
12,0,25.44,4,2,2,0,1,73.4,3.41,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 2 active connections, 4 file operations in session (after-hours=no).",
20,4,67.9,13,11,6,0,1,50.7,50.65,suspicious,1,log_monitor,"Login node LAPTOP-ADMIN: 4 failed attempts, 11 active connections, 13 file operations in session (after-hours=no).",
10,0,20.93,4,3,1,0,1,23.7,0.88,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
8,0,14.75,4,2,4,0,1,8.1,15.54,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 4 related files by WKSTN-02 at hour 08:00 (14.75MB transferred).,/home/user/notes/meeting_minutes.docx
10,12,488.8,35,12,15,0,0,65.9,100.0,critical,1,file_scan,File access: /data/hr/employee_records.db touched 15 related files by EXT-192.168.77.14 at hour 10:00 (488.8MB transferred).,/data/hr/employee_records.db
22,3,436.76,40,13,18,1,0,0.0,100.0,critical,1,log_monitor,"Login node EXT-10.0.9.201: 3 failed attempts, 13 active connections, 40 file operations in session (after-hours=yes).",
12,0,17.37,5,5,1,0,1,42.2,10.22,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 1 related files by WKSTN-01 at hour 12:00 (17.37MB transferred).,/home/user/reports/Q3_summary.pdf
11,0,3.94,3,10,4,0,1,10.3,21.46,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 4 related files by LAPTOP-ADMIN at hour 11:00 (3.94MB transferred).,/home/user/reports/Q3_summary.pdf
9,1,72.02,4,4,2,0,1,0.0,7.45,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 1 failed attempts, 4 active connections, 4 file operations in session (after-hours=no).",
17,0,57.25,5,4,3,0,1,23.6,11.84,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 4 active connections, 5 file operations in session (after-hours=no).",
18,0,40.11,5,1,1,0,1,29.0,1.92,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 1 related files by WKSTN-02 at hour 18:00 (40.11MB transferred).,/tmp/build_cache/output.json
11,4,254.3,13,8,7,0,0,57.9,71.07,critical,1,log_monitor,"Login node UNKNOWN-HOST: 4 failed attempts, 8 active connections, 13 file operations in session (after-hours=no).",
11,0,2.58,5,1,2,0,1,67.6,2.4,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 2 related files by LAPTOP-ADMIN at hour 11:00 (2.58MB transferred).,/tmp/build_cache/output.json
9,4,548.57,39,15,18,0,0,15.7,100.0,critical,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 18 related files by EXT-192.168.77.14 at hour 09:00 (548.57MB transferred).,/data/finance/payroll_2026.xlsx
12,0,4.87,3,5,1,0,1,44.0,16.84,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 5 active connections, 3 file operations in session (after-hours=no).",
18,0,162.56,12,11,6,0,1,33.8,40.5,suspicious,1,log_monitor,"Login node WKSTN-01: 0 failed attempts, 11 active connections, 12 file operations in session (after-hours=no).",
15,0,11.52,1,3,0,0,1,61.1,3.79,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 0 related files by WKSTN-01 at hour 15:00 (11.52MB transferred).,/home/user/notes/meeting_minutes.docx
21,8,1000.0,46,25,13,1,0,33.0,100.0,critical,1,file_scan,File access: /data/hr/employee_records.db touched 13 related files by EXT-192.168.77.14 at hour 21:00 (1000.0MB transferred).,/data/hr/employee_records.db
21,1,166.36,12,13,8,1,0,32.0,76.09,critical,1,log_monitor,"Login node UNKNOWN-HOST: 1 failed attempts, 13 active connections, 12 file operations in session (after-hours=yes).",
11,0,20.83,5,2,3,0,1,3.5,8.52,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 2 active connections, 5 file operations in session (after-hours=no).",
11,0,56.52,3,2,2,0,1,63.9,0.01,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 2 active connections, 3 file operations in session (after-hours=no).",
15,0,45.12,2,5,1,0,1,39.2,14.95,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 5 active connections, 2 file operations in session (after-hours=no).",
11,0,57.8,2,3,2,0,1,35.8,4.24,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 2 related files by SRV-DB-PRIMARY at hour 11:00 (57.8MB transferred).,/home/user/notes/meeting_minutes.docx
11,0,46.68,2,1,3,0,1,7.5,13.83,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 3 related files by WKSTN-02 at hour 11:00 (46.68MB transferred).,/home/user/reports/Q3_summary.pdf
3,2,146.96,10,6,8,1,1,37.1,45.45,suspicious,1,log_monitor,"Login node WKSTN-01: 2 failed attempts, 6 active connections, 10 file operations in session (after-hours=yes).",
14,0,57.06,5,4,5,0,1,33.6,24.18,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 4 active connections, 5 file operations in session (after-hours=no).",
3,1,151.52,18,7,3,1,1,11.2,45.47,suspicious,1,log_monitor,"Login node SRV-DB-PRIMARY: 1 failed attempts, 7 active connections, 18 file operations in session (after-hours=yes).",
0,9,505.04,36,18,18,1,0,45.3,100.0,critical,1,log_monitor,"Login node EXT-10.0.9.201: 9 failed attempts, 18 active connections, 36 file operations in session (after-hours=yes).",
10,1,189.14,13,6,5,0,0,26.9,47.38,suspicious,1,file_scan,File access: /data/hr/employee_records.db touched 5 related files by EXT-192.168.77.14 at hour 10:00 (189.14MB transferred).,/data/hr/employee_records.db
18,0,34.25,5,2,3,0,1,41.5,16.99,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 2 active connections, 5 file operations in session (after-hours=no).",
14,2,27.26,2,1,3,0,1,31.6,11.16,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 3 related files by WKSTN-01 at hour 14:00 (27.26MB transferred).,/tmp/build_cache/output.json
7,1,41.59,13,12,8,0,1,30.4,31.28,suspicious,1,log_monitor,"Login node SRV-DB-PRIMARY: 1 failed attempts, 12 active connections, 13 file operations in session (after-hours=no).",
12,0,78.13,4,2,3,0,1,31.4,13.26,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 3 related files by SRV-DB-PRIMARY at hour 12:00 (78.13MB transferred).,/home/user/downloads/invoice_1042.pdf
16,0,23.07,3,7,1,0,1,46.4,19.05,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 1 related files by WKSTN-01 at hour 16:00 (23.07MB transferred).,/home/user/reports/Q3_summary.pdf
14,1,106.54,8,12,5,0,1,32.0,29.24,suspicious,1,file_scan,File access: /data/hr/employee_records.db touched 5 related files by WKSTN-01 at hour 14:00 (106.54MB transferred).,/data/hr/employee_records.db
9,0,18.41,4,2,2,0,1,0.0,6.76,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 2 active connections, 4 file operations in session (after-hours=no).",
13,0,15.49,3,5,2,0,1,61.5,17.11,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 5 active connections, 3 file operations in session (after-hours=no).",
14,0,10.86,5,2,3,0,1,20.6,15.0,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 2 active connections, 5 file operations in session (after-hours=no).",
8,0,14.87,7,0,4,0,1,24.2,10.38,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 4 related files by SRV-DB-PRIMARY at hour 08:00 (14.87MB transferred).,/home/user/downloads/invoice_1042.pdf
13,0,14.34,3,7,4,0,1,15.3,11.77,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 7 active connections, 3 file operations in session (after-hours=no).",
12,4,158.36,20,15,10,0,0,48.2,85.88,critical,1,log_monitor,"Login node EXT-10.0.9.201: 4 failed attempts, 15 active connections, 20 file operations in session (after-hours=no).",
10,0,29.19,5,1,1,0,1,9.8,17.32,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 1 related files by LAPTOP-ADMIN at hour 10:00 (29.19MB transferred).,/home/user/downloads/invoice_1042.pdf
17,0,25.78,0,5,1,0,1,48.5,3.9,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 1 related files by LAPTOP-ADMIN at hour 17:00 (25.78MB transferred).,/home/user/notes/meeting_minutes.docx
4,0,146.55,13,7,7,1,0,50.7,55.63,suspicious,1,log_monitor,"Login node UNKNOWN-HOST: 0 failed attempts, 7 active connections, 13 file operations in session (after-hours=yes).",
9,0,19.74,1,1,1,0,1,7.9,13.02,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 1 related files by SRV-DB-PRIMARY at hour 09:00 (19.74MB transferred).,/home/user/notes/meeting_minutes.docx
4,4,83.28,20,14,10,1,1,46.3,74.22,critical,1,log_monitor,"Login node SRV-DB-PRIMARY: 4 failed attempts, 14 active connections, 20 file operations in session (after-hours=yes).",
17,1,29.94,3,2,1,0,1,78.3,8.93,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 1 related files by WKSTN-02 at hour 17:00 (29.94MB transferred).,/home/user/reports/Q3_summary.pdf
15,0,30.24,5,2,2,0,1,27.7,8.75,normal,0,file_scan,File access: /var/log/app/access.log touched 2 related files by WKSTN-01 at hour 15:00 (30.24MB transferred).,/var/log/app/access.log
11,1,60.9,6,4,2,0,1,16.3,24.53,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 1 failed attempts, 4 active connections, 6 file operations in session (after-hours=no).",
16,1,93.71,5,3,1,0,1,10.4,10.63,normal,0,log_monitor,"Login node WKSTN-02: 1 failed attempts, 3 active connections, 5 file operations in session (after-hours=no).",
2,9,602.72,36,14,10,1,0,37.7,100.0,critical,1,log_monitor,"Login node EXT-192.168.77.14: 9 failed attempts, 14 active connections, 36 file operations in session (after-hours=yes).",
18,0,34.05,3,2,3,0,1,0.0,4.12,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 3 related files by WKSTN-02 at hour 18:00 (34.05MB transferred).,/home/user/reports/Q3_summary.pdf
19,2,328.1,15,8,3,0,0,38.0,59.63,suspicious,1,log_monitor,"Login node EXT-192.168.77.14: 2 failed attempts, 8 active connections, 15 file operations in session (after-hours=no).",
22,8,405.45,28,11,17,1,0,72.1,100.0,critical,1,log_monitor,"Login node EXT-10.0.9.201: 8 failed attempts, 11 active connections, 28 file operations in session (after-hours=yes).",
19,3,443.68,17,8,2,0,0,45.0,62.99,critical,1,log_monitor,"Login node EXT-10.0.9.201: 3 failed attempts, 8 active connections, 17 file operations in session (after-hours=no).",
16,2,188.17,15,4,8,0,1,0.0,33.48,suspicious,1,log_monitor,"Login node SRV-DB-PRIMARY: 2 failed attempts, 4 active connections, 15 file operations in session (after-hours=no).",
15,3,454.69,46,15,7,0,1,9.2,77.68,critical,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 7 related files by SRV-DB-PRIMARY at hour 15:00 (454.69MB transferred).,/data/finance/tax_filings_2025.pdf
18,0,39.72,1,3,2,0,1,50.0,6.04,normal,0,file_scan,File access: /var/log/app/access.log touched 2 related files by WKSTN-02 at hour 18:00 (39.72MB transferred).,/var/log/app/access.log
16,1,4.03,1,4,3,0,1,29.4,3.54,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 3 related files by SRV-DB-PRIMARY at hour 16:00 (4.03MB transferred).,/tmp/build_cache/output.json
12,0,77.25,3,3,2,0,1,41.7,11.97,normal,0,file_scan,File access: /var/log/app/access.log touched 2 related files by WKSTN-02 at hour 12:00 (77.25MB transferred).,/var/log/app/access.log
11,1,19.91,3,3,4,0,1,37.5,15.65,normal,0,file_scan,File access: /var/log/app/access.log touched 4 related files by WKSTN-01 at hour 11:00 (19.91MB transferred).,/var/log/app/access.log
17,1,164.75,14,3,7,0,1,33.4,32.41,suspicious,1,file_scan,File access: /data/hr/employee_records.db touched 7 related files by LAPTOP-ADMIN at hour 17:00 (164.75MB transferred).,/data/hr/employee_records.db
14,0,30.94,3,6,2,0,1,34.5,16.84,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 6 active connections, 3 file operations in session (after-hours=no).",
14,0,23.65,3,2,0,0,1,65.6,1.95,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 0 related files by WKSTN-02 at hour 14:00 (23.65MB transferred).,/home/user/notes/meeting_minutes.docx
15,0,14.96,2,7,1,0,1,27.3,9.82,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 7 active connections, 2 file operations in session (after-hours=no).",
1,7,669.47,29,16,12,1,0,11.0,100.0,critical,1,log_monitor,"Login node UNKNOWN-HOST: 7 failed attempts, 16 active connections, 29 file operations in session (after-hours=yes).",
18,1,28.71,3,0,1,0,1,37.1,1.52,normal,0,log_monitor,"Login node WKSTN-01: 1 failed attempts, 0 active connections, 3 file operations in session (after-hours=no).",
15,0,16.15,2,3,1,0,1,1.3,9.42,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 3 active connections, 2 file operations in session (after-hours=no).",
12,0,79.68,0,1,2,0,1,63.3,4.79,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 1 active connections, 0 file operations in session (after-hours=no).",
11,0,6.96,3,7,2,0,1,56.2,8.83,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 7 active connections, 3 file operations in session (after-hours=no).",
17,0,7.74,3,1,4,0,1,53.8,5.26,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 1 active connections, 3 file operations in session (after-hours=no).",
14,0,6.2,5,3,3,0,1,0.0,9.82,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 3 related files by SRV-DB-PRIMARY at hour 14:00 (6.2MB transferred).,/home/user/reports/Q3_summary.pdf
11,0,5.15,3,1,0,0,1,16.2,0.0,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 0 related files by LAPTOP-ADMIN at hour 11:00 (5.15MB transferred).,/home/user/reports/Q3_summary.pdf
15,0,24.57,3,1,3,0,1,69.5,1.2,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 1 active connections, 3 file operations in session (after-hours=no).",
9,0,17.71,2,3,6,0,1,16.5,26.97,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 6 related files by WKSTN-01 at hour 09:00 (17.71MB transferred).,/home/user/reports/Q3_summary.pdf
0,2,115.69,13,5,6,1,1,23.9,45.72,suspicious,1,log_monitor,"Login node WKSTN-01: 2 failed attempts, 5 active connections, 13 file operations in session (after-hours=yes).",
12,0,62.36,5,4,0,0,1,45.6,12.95,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 4 active connections, 5 file operations in session (after-hours=no).",
18,0,12.9,12,2,2,0,1,51.6,15.43,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 2 related files by WKSTN-02 at hour 18:00 (12.9MB transferred).,/home/user/reports/Q3_summary.pdf
17,1,2.38,10,3,1,0,1,51.8,16.84,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 1 failed attempts, 3 active connections, 10 file operations in session (after-hours=no).",
0,5,506.42,38,14,10,1,0,10.1,100.0,critical,1,file_scan,File access: /etc/shadow touched 10 related files by EXT-192.168.77.14 at hour 00:00 (506.42MB transferred).,/etc/shadow
13,0,51.81,4,5,3,0,1,0.0,18.38,normal,0,file_scan,File access: /var/log/app/access.log touched 3 related files by SRV-DB-PRIMARY at hour 13:00 (51.81MB transferred).,/var/log/app/access.log
16,10,534.57,37,9,19,0,1,11.0,100.0,critical,1,log_monitor,"Login node WKSTN-01: 10 failed attempts, 9 active connections, 37 file operations in session (after-hours=no).",
7,2,247.72,15,12,3,0,1,26.3,47.71,suspicious,1,log_monitor,"Login node SRV-DB-PRIMARY: 2 failed attempts, 12 active connections, 15 file operations in session (after-hours=no).",
11,4,746.86,46,21,16,0,0,8.1,100.0,critical,1,log_monitor,"Login node UNKNOWN-HOST: 4 failed attempts, 21 active connections, 46 file operations in session (after-hours=no).",
10,2,357.42,20,10,7,0,1,33.1,43.35,suspicious,1,log_monitor,"Login node WKSTN-01: 2 failed attempts, 10 active connections, 20 file operations in session (after-hours=no).",
18,0,34.29,10,1,0,0,1,85.1,7.18,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 0 related files by WKSTN-02 at hour 18:00 (34.29MB transferred).,/home/user/notes/meeting_minutes.docx
15,1,14.12,5,2,4,0,1,20.7,14.49,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 1 failed attempts, 2 active connections, 5 file operations in session (after-hours=no).",
18,6,341.47,41,13,12,0,1,30.7,91.75,critical,1,file_scan,File access: /etc/shadow touched 12 related files by LAPTOP-ADMIN at hour 18:00 (341.47MB transferred).,/etc/shadow
7,3,497.75,41,21,18,0,0,11.1,100.0,critical,1,log_monitor,"Login node UNKNOWN-HOST: 3 failed attempts, 21 active connections, 41 file operations in session (after-hours=no).",
7,2,57.63,13,7,5,0,0,21.5,40.21,suspicious,1,log_monitor,"Login node UNKNOWN-HOST: 2 failed attempts, 7 active connections, 13 file operations in session (after-hours=no).",
6,6,62.59,11,7,2,1,0,19.9,76.02,critical,1,file_scan,File access: /data/hr/employee_records.db touched 2 related files by EXT-192.168.77.14 at hour 06:00 (62.59MB transferred).,/data/hr/employee_records.db
8,0,23.15,1,3,2,0,1,37.3,6.95,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 2 related files by WKSTN-01 at hour 08:00 (23.15MB transferred).,/home/user/notes/meeting_minutes.docx
10,0,24.3,2,5,2,0,1,0.0,2.02,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 5 active connections, 2 file operations in session (after-hours=no).",
15,0,32.63,5,2,4,0,1,53.7,7.75,normal,0,file_scan,File access: /var/log/app/access.log touched 4 related files by SRV-DB-PRIMARY at hour 15:00 (32.63MB transferred).,/var/log/app/access.log
7,6,510.87,36,20,11,0,0,42.5,100.0,critical,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 11 related files by UNKNOWN-HOST at hour 07:00 (510.87MB transferred).,/data/finance/tax_filings_2025.pdf
14,0,24.55,6,2,4,0,1,28.5,7.59,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 4 related files by SRV-DB-PRIMARY at hour 14:00 (24.55MB transferred).,/home/user/downloads/invoice_1042.pdf
15,0,24.23,4,3,2,0,1,25.8,10.3,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 2 related files by SRV-DB-PRIMARY at hour 15:00 (24.23MB transferred).,/tmp/build_cache/output.json
9,0,28.29,4,2,1,0,1,12.0,7.65,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 2 active connections, 4 file operations in session (after-hours=no).",
19,3,242.62,13,9,10,0,1,41.5,48.08,suspicious,1,file_scan,File access: /data/hr/employee_records.db touched 10 related files by WKSTN-01 at hour 19:00 (242.62MB transferred).,/data/hr/employee_records.db
15,0,32.11,2,4,0,0,1,34.9,3.14,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 0 related files by WKSTN-01 at hour 15:00 (32.11MB transferred).,/home/user/notes/meeting_minutes.docx
15,0,30.56,2,2,1,0,1,31.4,8.98,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 1 related files by WKSTN-01 at hour 15:00 (30.56MB transferred).,/home/user/reports/Q3_summary.pdf
18,5,385.88,38,17,9,0,1,55.7,83.94,critical,1,log_monitor,"Login node LAPTOP-ADMIN: 5 failed attempts, 17 active connections, 38 file operations in session (after-hours=no).",
16,0,4.16,2,2,8,0,1,63.5,12.33,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 8 related files by LAPTOP-ADMIN at hour 16:00 (4.16MB transferred).,/home/user/notes/meeting_minutes.docx
11,0,33.28,8,0,2,0,1,26.6,7.99,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 0 active connections, 8 file operations in session (after-hours=no).",
12,0,23.12,6,3,1,0,1,10.0,8.19,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 3 active connections, 6 file operations in session (after-hours=no).",
11,0,29.64,4,4,2,0,1,25.8,11.89,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 4 active connections, 4 file operations in session (after-hours=no).",
18,1,55.23,3,3,3,0,1,51.1,21.73,normal,0,log_monitor,"Login node WKSTN-01: 1 failed attempts, 3 active connections, 3 file operations in session (after-hours=no).",
15,1,17.51,3,4,1,0,1,28.1,19.51,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 1 related files by SRV-DB-PRIMARY at hour 15:00 (17.51MB transferred).,/home/user/reports/Q3_summary.pdf
18,0,83.12,2,4,1,0,1,22.1,6.34,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 1 related files by WKSTN-01 at hour 18:00 (83.12MB transferred).,/home/user/downloads/invoice_1042.pdf
15,3,265.49,22,8,7,0,0,41.5,72.53,critical,1,file_scan,File access: /etc/shadow touched 7 related files by EXT-10.0.9.201 at hour 15:00 (265.49MB transferred).,/etc/shadow
13,0,35.75,1,0,3,0,1,24.2,11.07,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 0 active connections, 1 file operations in session (after-hours=no).",
14,0,22.94,3,7,1,0,1,40.4,22.25,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 1 related files by WKSTN-02 at hour 14:00 (22.94MB transferred).,/home/user/downloads/invoice_1042.pdf
16,0,8.14,2,4,3,0,1,37.9,11.18,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 3 related files by LAPTOP-ADMIN at hour 16:00 (8.14MB transferred).,/home/user/reports/Q3_summary.pdf
13,8,725.72,29,24,10,0,0,7.4,100.0,critical,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 10 related files by UNKNOWN-HOST at hour 13:00 (725.72MB transferred).,/data/finance/payroll_2026.xlsx
8,1,23.07,6,4,2,0,1,39.4,18.88,normal,0,file_scan,File access: /var/log/app/access.log touched 2 related files by LAPTOP-ADMIN at hour 08:00 (23.07MB transferred).,/var/log/app/access.log
10,0,26.49,2,0,1,0,1,18.1,7.32,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 0 active connections, 2 file operations in session (after-hours=no).",
10,0,24.51,4,6,3,0,1,31.5,0.0,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 6 active connections, 4 file operations in session (after-hours=no).",
1,4,454.55,39,16,12,1,1,36.5,95.06,critical,1,file_scan,File access: /var/backups/customer_pii.csv touched 12 related files by WKSTN-02 at hour 01:00 (454.55MB transferred).,/var/backups/customer_pii.csv
2,3,109.15,16,11,7,1,1,9.1,64.4,critical,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 7 related files by WKSTN-02 at hour 02:00 (109.15MB transferred).,/data/finance/payroll_2026.xlsx
12,2,165.8,18,9,11,0,1,56.4,54.64,suspicious,1,log_monitor,"Login node LAPTOP-ADMIN: 2 failed attempts, 9 active connections, 18 file operations in session (after-hours=no).",
10,0,50.85,5,2,0,0,1,43.2,7.75,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 2 active connections, 5 file operations in session (after-hours=no).",
10,0,28.13,4,4,1,0,1,0.0,14.38,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 1 related files by WKSTN-02 at hour 10:00 (28.13MB transferred).,/tmp/build_cache/output.json
13,1,16.37,4,7,2,0,1,25.5,0.0,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 2 related files by SRV-DB-PRIMARY at hour 13:00 (16.37MB transferred).,/home/user/notes/meeting_minutes.docx
11,0,3.53,4,2,2,0,1,20.3,1.72,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 2 active connections, 4 file operations in session (after-hours=no).",
9,0,26.04,2,2,3,0,1,17.3,9.81,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 3 related files by LAPTOP-ADMIN at hour 09:00 (26.04MB transferred).,/home/user/reports/Q3_summary.pdf
9,0,9.67,4,6,2,0,1,18.4,7.77,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 2 related files by LAPTOP-ADMIN at hour 09:00 (9.67MB transferred).,/tmp/build_cache/output.json
17,0,16.58,4,1,1,0,1,8.9,0.0,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 1 active connections, 4 file operations in session (after-hours=no).",
21,5,542.36,26,17,14,1,0,42.6,100.0,critical,1,file_scan,File access: /var/backups/customer_pii.csv touched 14 related files by UNKNOWN-HOST at hour 21:00 (542.36MB transferred).,/var/backups/customer_pii.csv
